adversarial_samples,original_samples,annotator1_stance,annotator1_confidence,annotator2_stance,annotator2_confidence,annotator3_stance,annotator3_confidence,agreed_labels,original_prediction,adversarial_prediction,prediction_flipped
"half girlfriend (film). principal photography commenced in june 2016 and filming locations include delhi , mumbai , patna , dumraon , varanasi , new york city and cape town . ~ half girlfriend's principal photography bega𝔫 in 2016.","half girlfriend (film). principal photography commenced in june 2016 and filming locations include delhi , mumbai , patna , dumraon , varanasi , new york city and cape town . ~ half girlfriend's principal photography began in 2016.",0.0,4.0,0.0,4.0,,,0.0,SUPPORTED,REFUTED,True
the giver ( film ). the film is based on the 1993 novel of the same name by lois lowry . ~ thе g iver is a wоrk .,the giver (film). the film is based on the 1993 novel of the same name by lois lowry . ~ the giver is a work.,2.0,2.0,0.0,3.0,0.0,1.0,0.0,SUPPORTED,UNKNOWN,True
"poseidon (film). poseidon grossed $ 181,674,817 at the worldwide box office on a budget of $ 160 million. ~ poseidon 𝕀a𝚌𝗄ⅇd a budget of $160 million.","poseidon (film). poseidon grossed $ 181,674,817 at the worldwide box office on a budget of $ 160 million . ~ poseidon lacked a budget of $160 million.",0.0,4.0,0.0,2.0,,,0.0,REFUTED,SUPPORTED,True
"saw ii. saw ii was released to dvd on and topped charts its first week, selling more than 3 million units. ~ saw ii was 𝗋𝖊leased in a format.","saw ii. saw ii was released to dvd on and topped charts its first week , selling more than 3 million units . ~ saw ii was released in a format.",0.0,5.0,0.0,3.0,,,0.0,SUPPORTED,REFUTED,True
i want to know what love is . `` i want to know what love is '' is ɑ рοwеr ballad by the british - american rock band foreigner . ~ i want t o know what love is іs a single .,i want to know what love is. `` i want to know what love is '' is a power ballad by the british-american rock band foreigner . ~ i want to know what love is is a single.,0.0,4.0,0.0,4.0,,,0.0,SUPPORTED,UNKNOWN,True
"danger uxb. danger uxb is a 1979 british itv television series set during the second world war developed by john hawkesworth and starring anthony andrews as lieutenant brian ash, an officer in the royal engineers. itv (tv network). itv is a c𝓸mme𝒓cial tv network in the united kingdom. ~ danger uxb is on a commercial tv network in europe.","danger uxb. danger uxb is a 1979 british itv television series set during the second world war developed by john hawkesworth and starring anthony andrews as lieutenant brian ash , an officer in the royal engineers . itv (tv network). itv is a commercial tv network in the united kingdom . ~ danger uxb is on a commercial tv network in europe.",0.0,3.0,0.0,3.0,,,0.0,SUPPORTED,REFUTED,True
"the hunger games ( nοvеⅼ ). since its release , the hunger games has been translated into 26 languages , and publishing rights have been sold in 38 territories . ~ the hunger games i s a piece of glass blown art .","the hunger games (novel). since its release , the hunger games has been translated into 26 languages , and publishing rights have been sold in 38 territories . ~ the hunger games is a piece of glass blown art.",2.0,2.0,0.0,3.0,0.0,3.0,0.0,REFUTED,NOT ENOUGH INFO,True
"giada a t home . it first air ed on october 18 , 2008 on the fооd network . ~ the food network is a ϲhаnnеⅼ that ran giada at hοmе .","giada at home. it first aired on october 18 , 2008 on the food network . ~ the food network is a channel that ran giada at home.",2.0,2.0,0.0,3.0,0.0,3.0,0.0,SUPPORTED,REFUTED,True
"vedam (film). vedam ( english : chant ) is a 2010 telugu language indian drama film written and directed by radhakrishna jagarlamudi, starring allu arjun, manoj manchu, anushka shetty, manoj bajpayee, saranya ponvannan, 𝖽𝕖ⅇksｈ𝒶 seth, lekha washington, and siya gautham. ~ vedam has deeksha 𝐬𝖾𝓽h in a ƽtarr𝝸𝖓g role.","vedam (film). vedam ( english : chant ) is a 2010 telugu language indian drama film written and directed by radhakrishna jagarlamudi , starring allu arjun , manoj manchu , anushka shetty , manoj bajpayee , saranya ponvannan , deeksha seth , lekha washington , and siya gautham . ~ vedam has deeksha seth in a starring role.",0.0,3.0,0.0,2.0,,,0.0,SUPPORTED,NOT ENOUGH INFO,True
"the punisher ﴾𝑡v series). ben barnes, ebon moss-bachrach, amber rose revah, deborah ann woll, daniel webber, jason r. moore, paul schulze, jaime ray newman, and michael nathanson also star. amber rose revah. amber rose revah ( born june 24, 1986 ) is an english born actress. ~ the punisher is e⨯𝒄𝙡us𝝸v℮l𝔶 a comic book.","the punisher (tv series). ben barnes , ebon moss-bachrach , amber rose revah , deborah ann woll , daniel webber , jason r. moore , paul schulze , jaime ray newman , and michael nathanson also star . amber rose revah. amber rose revah ( born june 24 , 1986 ) is an english born actress . ~ the punisher is exclusively a comic book.",0.0,4.0,0.0,2.0,,,0.0,REFUTED,SUPPORTED,True
"mike friedrich. mike friedrich ( born march 27 , 1949 ) is an american comic book writer and publisher best known for his work at marvel and dc comics , and for publishing the anthology series star * reach , one of the first independent comics . ~ mike friedrich is  ad writer.","mike friedrich. mike friedrich ( born march 27 , 1949 ) is an american comic book writer and publisher best known for his work at marvel and dc comics , and for publishing the anthology series star * reach , one of the first independent comics . ~ mike friedrich is a writer.",1.0,4.0,0.0,2.0,0.0,3.0,0.0,SUPPORTED,REFUTED,True
"harold macmillan. after the war macmillan joined his family business, then entered parliament in the 1924 general election, for the northern industrial constituency of stockton-on-tees. ~ harold macmillan 𝝰vℴ𝙞dⅇd political involvement.","harold macmillan. after the war macmillan joined his family business , then entered parliament in the 1924 general election , for the northern industrial constituency of stockton-on-tees . ~ harold macmillan avoided political involvement.",0.0,4.0,0.0,5.0,,,0.0,REFUTED,SUPPORTED,True
"celebrity rehab with dr. drew. celebrity rehab with dr. drew, later called simply rehab with dr. drew, is a reality television show that aired on the cable network vh1 in which many of the episodes chronicle a group of well-known people as they are treated for alcohol and drug addiction by dr. drew pinsky and his staff at the pasadena recovery center in pasadena, california. ~ celebrity rehab with dr. drew was set in the 𝙙ea𝓉h valley.","celebrity rehab with dr. drew. celebrity rehab with dr. drew , later called simply rehab with dr. drew , is a reality television show that aired on the cable network vh1 in which many of the episodes chronicle a group of well-known people as they are treated for alcohol and drug addiction by dr. drew pinsky and his staff at the pasadena recovery center in pasadena , california . ~ celebrity rehab with dr. drew was set in the death valley.",0.0,4.0,0.0,5.0,,,0.0,SUPPORTED,REFUTED,True
"baja 1000. from 1967 to 1972 , the race was organized by the national off-road racing association ( norra ) and grew in popularity with abc 's `` wide world of sports '' sending jim mckay to cover the 1968 event , and attracting new participants like the late mickey thompson , indy 500 winner parnelli jones , movie actor james garner , and mary mcgee , the first woman to compete in the event . ~ the baja 1000 was covered by jim mckay one ye𝘢r.","baja 1000. from 1967 to 1972 , the race was organized by the national off-road racing association ( norra ) and grew in popularity with abc 's `` wide world of sports '' sending jim mckay to cover the 1968 event , and attracting new participants like the late mickey thompson , indy 500 winner parnelli jones , movie actor james garner , and mary mcgee , the first woman to compete in the event . ~ the baja 1000 was covered by jim mckay one year.",0.0,4.0,0.0,5.0,,,0.0,SUPPORTED,REFUTED,True
"rob sheridan. rob sheridan ( born october 11 , 1979 ) is an american graphic designer , director , and photographer best known for his extensive work with the band nine inch nails . ~ rob sheridan was bo𝗋n in the late 1970s.","rob sheridan. rob sheridan ( born october 11 , 1979 ) is an american graphic designer , director , and photographer best known for his extensive work with the band nine inch nails . ~ rob sheridan was born in the late 1970s.",0.0,5.0,0.0,5.0,,,0.0,SUPPORTED,REFUTED,True
"kevin costner . costner has played eⅼіοt n ess in the untouchables , crash davis in bull durham , ray kinsella in field of dreams , lt . john j . dunbar in dances with wolves , jim garrison in jfk , robin hood in robin hоοd : prince of thieves , frank farmer in the bodyguard , ro y mcavoy in tin cup , jonathan ke nt in the dc extended universe , and the mariner in waterworld . ~ kevin costner p assed up the opportunity to act in television .","kevin costner. costner has played eliot ness in the untouchables , crash davis in bull durham , ray kinsella in field of dreams , lt. john j. dunbar in dances with wolves , jim garrison in jfk , robin hood in robin hood : prince of thieves , frank farmer in the bodyguard , roy mcavoy in tin cup , jonathan kent in the dc extended universe , and the mariner in waterworld . ~ kevin costner passed up the opportunity to act in television.",0.0,4.0,0.0,5.0,,,0.0,REFUTED,SUPPORTED,True
"jiang wen. jiang wen ( born 5 january 1963 ) is a chinese film actor , screenwriter , and director . ~ jiang wen  and a chinese cuisine.","jiang wen. jiang wen ( born 5 january 1963 ) is a chinese film actor , screenwriter , and director . ~ jiang wen is a chinese cuisine.",0.0,5.0,1.0,3.0,0.0,2.0,0.0,REFUTED,NOT ENOUGH INFO,True
"joe walsh. as a member of the eagles , walsh was inducted into the rock and roll hall of fame in 1998 , and into the vocal group hall of fame in 2001 . ~ joe walsh was ever brought into the rock and roll hall of fame.","joe walsh. as a member of the eagles , walsh was inducted into the rock and roll hall of fame in 1998 , and into the vocal group hall of fame in 2001 . ~ joe walsh was brought into the rock and roll hall of fame.",0.0,4.0,0.0,3.0,,,0.0,SUPPORTED,REFUTED,True
"frozen (2013 film). frozen premiered at the el capitan theatre in hollywood , california , on november 19 , 2013 , and went into general theatrical release on november 27 . ~ frozen is a film from 201ʒ.","frozen (2013 film). frozen premiered at the el capitan theatre in hollywood , california , on november 19 , 2013 , and went into general theatrical release on november 27 . ~ frozen is a film from 2013.",0.0,4.0,0.0,1.0,,,0.0,SUPPORTED,REFUTED,True
"recovery ( emi nem alb um ). it was released on june 18 , 20 10 , b y after math entertainment , s hady rесοrds , and interscope rесоrds a s the follow - uр t o emіnеm ' s relapse ( 2009 ) . relapse ( eminem album ). relapse is the sіхth studio album b y american rappe r eminem . ~ recovery іs eminem ' s first album .","recovery (eminem album). it was released on june 18 , 2010 , by aftermath entertainment , shady records , and interscope records as the follow-up to eminem 's relapse ( 2009 ) . relapse (eminem album). relapse is the sixth studio album by american rapper eminem . ~ recovery is eminem's first album.",0.0,4.0,0.0,4.0,,,0.0,REFUTED,NOT ENOUGH INFO,True
captain america's sh𝓲el𝙙. it is the primary defensive and offensive piece of equipment used by the marvel comics 𝘀ꭒ𝑝e𝔯ｈ℮ꭈo captain america ; he is seⅼdom seen without it. ~ c𝖆p𝘵a𝑖𝒏 america's ｓh𝝸℮𝟏d is used by the superher𝜊 𝓷𝓪m𝚎 c𝑎p𝑡a𝕚𝒏 america.,captain america's shield. it is the primary defensive and offensive piece of equipment used by the marvel comics superhero captain america ; he is seldom seen without it . ~ captain america's shield is used by the superhero name captain america.,2.0,5.0,0.0,5.0,0.0,4.0,0.0,SUPPORTED,REFUTED,True
mary of teck . mary of teck ( victoria mary augusta louise olga pauline claudine agnes ; 26 may 1867 -- 24 march 1953 ) was queen of the united kingdom and the british dominions and empress of india ɑs thе wife of k ing - emperor george v . ~ mary of te ck was a professional ɑthⅼеtе .,mary of teck. mary of teck ( victoria mary augusta louise olga pauline claudine agnes ; 26 may 1867 -- 24 march 1953 ) was queen of the united kingdom and the british dominions and empress of india as the wife of king-emperor george v. ~ mary of teck was a professional athlete.,0.0,4.0,0.0,2.0,,,0.0,REFUTED,NOT ENOUGH INFO,True
"charlotte, north carolina. charlotte is home to the corporate headquarters of bank of america and the east coast operations of wells fargo, which along with other financial institutions made it the s𝙚c𝛐nd-largeꜱt banking center in the united states from 1995 to 2017 and the third-largest from 2017 to present. ~ charlotte, north carolina ranked as the second-biggest banking center in america from 1995 to 2017.","charlotte, north carolina. charlotte is home to the corporate headquarters of bank of america and the east coast operations of wells fargo , which along with other financial institutions made it the second-largest banking center in the united states from 1995 to 2017 and the third-largest from 2017 to present . ~ charlotte, north carolina ranked as the second-biggest banking center in america from 1995 to 2017.",0.0,4.0,0.0,3.0,,,0.0,SUPPORTED,REFUTED,True
"eurotas ( river ). the eurotas or evrotas ( greek : ευρώτας ) is thе main riv er of lаϲοnіа and one of the major rivers of the peloponnese , in greece . greece . greece ( ελλάδα , [ eˈlaða ] ) , officially the hellenic republic ( greek : ελληνική δημοκρατία , [ eliniˈci ðimok raˈti . a ] ) , historically also known as hellas ( ἑλλάς , [ heˈlas ] , modern pronunciation ellás ) , іs a country in southeastern europe , wit h a population of approximately 11 million ɑs of 2015 . ~ eurotas ( river ) is in eurоре .","eurotas (river). the eurotas or evrotas ( greek : ευρώτας ) is the main river of laconia and one of the major rivers of the peloponnese , in greece . greece. greece ( ελλάδα , [ eˈlaða ] ) , officially the hellenic republic ( greek : ελληνική δημοκρατία , [ eliniˈci ðimokraˈti.a ] ) , historically also known as hellas ( ἑλλάς , [ heˈlas ] , modern pronunciation ellás ) , is a country in southeastern europe , with a population of approximately 11 million as of 2015 . ~ eurotas (river) is in europe.",0.0,5.0,0.0,4.0,,,0.0,SUPPORTED,NOT ENOUGH INFO,True
"bea arthur. bea arthur ( born bernice frankel ; may 13, 1𝟡𝟮2 -- april 25, 2009 ) was an american actress, comedian, singer, and animal rights activist. ~ bea arthur was born in 1922.","bea arthur. bea arthur ( born bernice frankel ; may 13 , 1922 -- april 25 , 2009 ) was an american actress , comedian , singer , and animal rights activist . ~ bea arthur was born in 1922.",0.0,5.0,0.0,4.0,,,0.0,SUPPORTED,REFUTED,True
"justin chatwin. in 2016 , chatwin starred in the cbs summer mystery series american gothic and in the christmas 2016 episode of the bbc uk television series doctor who , `` the return of doctor mysterio '' , in which he played the character of grant , loosely based upon superman/clark kent . ~ justin chatwin is an ac𝗍or.","justin chatwin. in 2016 , chatwin starred in the cbs summer mystery series american gothic and in the christmas 2016 episode of the bbc uk television series doctor who , `` the return of doctor mysterio '' , in which he played the character of grant , loosely based upon superman/clark kent . ~ justin chatwin is an actor.",0.0,5.0,0.0,5.0,,,0.0,SUPPORTED,REFUTED,True
"otto i, holy roman emperor. after putting down a brief civil war among the rebellious duchies , otto defeated the magyars at the battle of lechfeld in 955 , thus ending the hungarian invasions of western europe . ~ the magyars were defeated entirely by otto i, holy roman emperor.","otto i, holy roman emperor. after putting down a brief civil war among the rebellious duchies , otto defeated the magyars at the battle of lechfeld in 955 , thus ending the hungarian invasions of western europe . ~ the magyars were defeated by otto i, holy roman emperor.",0.0,4.0,0.0,3.0,,,0.0,SUPPORTED,REFUTED,True
"virginia. virginia 's economy has many sectors  agriculture in the shenandoah valley ; federal agencies in northern virginia , including the headquarters of the u.s. department of defense and central intelligence agency ( cia ) ; and military facilities in hampton roads , the site of the region 's main seaport . ~ virginia has had a tourism-based economy for its full history.","virginia. virginia 's economy has many sectors : agriculture in the shenandoah valley ; federal agencies in northern virginia , including the headquarters of the u.s. department of defense and central intelligence agency ( cia ) ; and military facilities in hampton roads , the site of the region 's main seaport . ~ virginia has had a tourism-based economy for its full history.",0.0,5.0,0.0,4.0,,,0.0,SUPPORTED,REFUTED,True
"creedence clearwater revival . the band consisted of lead vocalist , ⅼеаd guitarist , and primary songwriter john fogerty , his brother rhуthm guitarist tom fogerty , bassist stu cook an d drummеr doug clifford . ~ creedence clearwater revival possessed jo hn fogerty as ⅼеаd vocalist and guitarist .","creedence clearwater revival. the band consisted of lead vocalist , lead guitarist , and primary songwriter john fogerty , his brother rhythm guitarist tom fogerty , bassist stu cook and drummer doug clifford . ~ creedence clearwater revival possessed john fogerty as lead vocalist and guitarist.",0.0,4.0,0.0,3.0,,,0.0,REFUTED,SUPPORTED,True
"sands hotel and casino. the sands hotel and casino was a historic hotel and casino on the las vegas strip in nevada, united states, that operated from 1952 to 1996. ~ sands hotel and casino 𝗰𝟏os𝑒d in 1952.","sands hotel and casino. the sands hotel and casino was a historic hotel and casino on the las vegas strip in nevada , united states , that operated from 1952 to 1996 . ~ sands hotel and casino closed in 1952.",0.0,4.0,0.0,5.0,,,0.0,REFUTED,SUPPORTED,True
"naacp image award for outstanding supporting actor in a drama series . the award was first given during the 1 996 ceremony and since its conception , omar epps and joe morton hold the record for the most wins with three each . ~ the naacp image awаrd for outstanding supporting actor in a drama series w as first given in 1996 .","naacp image award for outstanding supporting actor in a drama series. the award was first given during the 1996 ceremony and since its conception , omar epps and joe morton hold the record for the most wins with three each . ~ the naacp image award for outstanding supporting actor in a drama series was first given in 1996.",0.0,3.0,0.0,4.0,,,0.0,SUPPORTED,REFUTED,True
"gory guerrero. salvador guerrero quesada ( january 11 , 1921 -- april 18 , 1𝟗90 ) , better known as gory guerrero , was one of the premier hispanic professional wrestlers in the early days of lucha libre when most wrestlers were imported from outside of mexico . ~ on april 18th, 1990, gory guerrero passed away.","gory guerrero. salvador guerrero quesada ( january 11 , 1921 -- april 18 , 1990 ) , better known as gory guerrero , was one of the premier hispanic professional wrestlers in the early days of lucha libre when most wrestlers were imported from outside of mexico . ~ on april 18th, 1990, gory guerrero passed away.",0.0,5.0,0.0,5.0,,,0.0,SUPPORTED,REFUTED,True
"port of spain. port of spain is the capital city of the republic of trinidad and tobago and the country 's third-largest municipality , after chaguanas and san fernando . ~ port of spain is the ᴄapital of trinidad and tobago.","port of spain. port of spain is the capital city of the republic of trinidad and tobago and the country 's third-largest municipality , after chaguanas and san fernando . ~ port of spain is the capital of trinidad and tobago.",0.0,5.0,0.0,5.0,,,0.0,REFUTED,SUPPORTED,True
"logie awards. the latest ceremony, the logie awards of 2017, was held on 23 april 2017 at the crown 𝔠a𝑠𝑖𝓷o in melbourne. ~ the logie awards took place at a cas𝗶no for its latest ceremony.","logie awards. the latest ceremony , the logie awards of 2017 , was held on 23 april 2017 at the crown casino in melbourne . ~ the logie awards took place at a casino for its latest ceremony.",0.0,5.0,0.0,4.0,,,0.0,SUPPORTED,REFUTED,True
"augustus. 23 september 63 bc -- 19 august 14 ad ) was the founder of the roman principate and considered the first roman emperor, controlling the roman empire from 27 bc until his death in ad 14. ~ augustus pe𝓇ishe𝐝 in 14 ad.","augustus. 23 september 63 bc -- 19 august 14 ad ) was the founder of the roman principate and considered the first roman emperor , controlling the roman empire from 27 bc until his death in ad 14 . ~ augustus perished in 14 ad.",0.0,3.0,0.0,5.0,,,0.0,REFUTED,SUPPORTED,True
"giada at home. it first aired on october 18 , 2008 on the food network . ~ the food network is a channel that always ran giada at home.","giada at home. it first aired on october 18 , 2008 on the food network . ~ the food network is a channel that ran giada at home.",0.0,4.0,1.0,4.0,0.0,4.0,0.0,SUPPORTED,REFUTED,True
"estonia. in 2005 estonia became the first nation to hold elections over the internet , and in 2014 the first nation to provide e-residency . electronic voting in estonia. estonia became the first nation to hold legally binding general elections over the internet with their pilot project for the municipal elections in 2005 . ~ estonia is  common country.","estonia. in 2005 estonia became the first nation to hold elections over the internet , and in 2014 the first nation to provide e-residency . electronic voting in estonia. estonia became the first nation to hold legally binding general elections over the internet with their pilot project for the municipal elections in 2005 . ~ estonia is a country.",1.0,3.0,0.0,4.0,0.0,3.0,0.0,SUPPORTED,REFUTED,True
"bea arthur. bea arthur ( born bernice frankel ; may 13 , 192𝟚 -- april 25 , 2009 ) was an american actress , comedian , singer , and animal rights activist . ~ bea arthur was born in 1922.","bea arthur. bea arthur ( born bernice frankel ; may 13 , 1922 -- april 25 , 2009 ) was an american actress , comedian , singer , and animal rights activist . ~ bea arthur was born in 1922.",0.0,5.0,0.0,5.0,,,0.0,SUPPORTED,REFUTED,True
"noel fisher. he is known for his portrayal of mickey milkovich on the showtime series shameless , as well as his portrayal of cael malloy on the fx series the riches . ~ noel fisher starred in shameless and only gained acclaim.","noel fisher. he is known for his portrayal of mickey milkovich on the showtime series shameless , as well as his portrayal of cael malloy on the fx series the riches . ~ noel fisher starred in shameless and gained acclaim.",0.0,2.0,1.0,4.0,0.0,3.0,0.0,SUPPORTED,REFUTED,True
"finding dory . directed b y andrew stanton with co - direction by angus maclane , the screenplay was written by stanton and victoria strouse . ~ finding dory was wrіttеn .","finding dory. directed by andrew stanton with co-direction by angus maclane , the screenplay was written by stanton and victoria strouse . ~ finding dory was written.",0.0,4.0,0.0,5.0,,,0.0,REFUTED,SUPPORTED,True
"ted cruz. rafael edward `` ted '' cruz [ ˈkruːz ] ( born december 22 , 1970 ) is an american politician and attorney , who has served as the junior united states senator from texas since 2013 . he was a candidate for the republican nomination for president of the united states in the 2016 election . from 1999 to 2003 , he served in various political appointee positions : the director of the office of policy planning at the federal trade commission ( ftc ) , an associate deputy attorney general at the united states department of justice , and a domestic policy advisor to george w. bush on the 2000 george w. bush presidential campaign . he was the first hispanic , and the longest-serving , solicitor general in texas history . from 2004 to 2009 , cruz was an adjunct professor at the university of texas school of law in austin , texas , where he taught u.s. supreme court litigation . he defeated former state representative paul sadler in the november 2012 general election , winning 56 -- 41 % . he is the first hispanic american to serve as a u.s. senator representing texas , and is one of three senators of cuban descent . he chairs the senate judiciary subcommittee on oversight , federal rights and agency activities , and is the chairman of the senate commerce subcommittee on space , science and competitiveness . in november 2012 , he was appointed vice-chairman of the national republican senatorial committee . during the primary campaign , his base of support was strongest with `` women , white evangelical protestants , people over the age of 50 , and those who identified themselves as conservatives '' , though he had crossover appeal to other factions within his party , including libertarian conservatives and millennials . he eventually emerged as the main challenger to frontrunner donald trump . he suspended his campaign for president on may 3 , 2016 , after losing the republican primary in indiana to trump . ~ ted cruz is solely an american male.","ted cruz. rafael edward `` ted '' cruz [ ˈkruːz ] ( born december 22 , 1970 ) is an american politician and attorney , who has served as the junior united states senator from texas since 2013 . he was a candidate for the republican nomination for president of the united states in the 2016 election . from 1999 to 2003 , he served in various political appointee positions : the director of the office of policy planning at the federal trade commission ( ftc ) , an associate deputy attorney general at the united states department of justice , and a domestic policy advisor to george w. bush on the 2000 george w. bush presidential campaign . he was the first hispanic , and the longest-serving , solicitor general in texas history . from 2004 to 2009 , cruz was an adjunct professor at the university of texas school of law in austin , texas , where he taught u.s. supreme court litigation . he defeated former state representative paul sadler in the november 2012 general election , winning 56 -- 41 % . he is the first hispanic american to serve as a u.s. senator representing texas , and is one of three senators of cuban descent . he chairs the senate judiciary subcommittee on oversight , federal rights and agency activities , and is the chairman of the senate commerce subcommittee on space , science and competitiveness . in november 2012 , he was appointed vice-chairman of the national republican senatorial committee . during the primary campaign , his base of support was strongest with `` women , white evangelical protestants , people over the age of 50 , and those who identified themselves as conservatives '' , though he had crossover appeal to other factions within his party , including libertarian conservatives and millennials . he eventually emerged as the main challenger to frontrunner donald trump . he suspended his campaign for president on may 3 , 2016 , after losing the republican primary in indiana to trump . ~ ted cruz is an american male.",1.0,3.0,0.0,4.0,0.0,3.0,0.0,SUPPORTED,REFUTED,True
"sabbir khan. sabbir 's second movie , heropanti starring tiger shroff & kriti sanon , released on 23 may 2014 . ~ sabbir khan directed only a movie.","sabbir khan. sabbir 's second movie , heropanti starring tiger shroff & kriti sanon , released on 23 may 2014 . ~ sabbir khan directed a movie.",0.0,2.0,1.0,4.0,0.0,5.0,0.0,SUPPORTED,REFUTED,True
"japan national football team. japan is one of the most successful teams in asia, having qualified for the last five consecutive fifa world cups with second round advancements in 2002 & 20ⅰ0, and having won the afc asian cup a record four times in 1992, 2000, 2004 & 2011. ~ japan national football team had second round advancements in 2010.","japan national football team. japan is one of the most successful teams in asia , having qualified for the last five consecutive fifa world cups with second round advancements in 2002 & 2010 , and having won the afc asian cup a record four times in 1992 , 2000 , 2004 & 2011 . ~ japan national football team had second round advancements in 2010.",0.0,3.0,0.0,5.0,,,0.0,SUPPORTED,REFUTED,True
